case,date,sex,age,area,sales,product,note
2021004123,2021-01-22,여성,50 - 59세,서울특별시,일반판매,택배화물운송서비스,계약불이행(불완전이행)
2021004124,2021-01-22,남성,30 - 39세,강원도,국제온라인거래,기타축산자재·용품,품질(물품/용역)
2021004125,2021-01-22,여성,50 - 59세,경기도,일반판매,벽지·바닥재,품질(물품/용역)
2021004126,2021-01-22,남성,30 - 39세,경기도,일반판매,국내결혼중개,계약해제.해지/위약금
2021004127,2021-01-22,여성,30 - 39세,경기도,기타,스포츠시설이용,계약해제.해지/위약금
2021004128,2021-01-22,여성,30 - 39세,경상남도,국내온라인거래,점퍼·재킷류,청약철회
2021004129,2021-01-22,남성,30 - 39세,경기도,일반판매,헬스장,계약해제.해지/위약금
2021004130,2021-01-22,여성,30 - 39세,서울특별시,일반판매,필라테스,계약해제.해지/위약금
2021004131,2021-01-22,남성,30 - 39세,서울특별시,기타,레저시설이용,품질(물품/용역)
2021004132,2021-01-22,남성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021004133,2021-01-22,남성,40 - 49세,부산광역시,모바일거래,차량네비게이션(자동항법장치),품질(물품/용역)
2021004134,2021-01-22,남성,40 - 49세,서울특별시,국내온라인거래,LED램프,품질(물품/용역)
2021004135,2021-01-22,여성,50 - 59세,전라북도,일반판매,기타신발·용품,부당행위
2021004136,2021-01-22,여성,30 - 39세,서울특별시,일반판매,필라테스,계약해제.해지/위약금
2021004137,2021-01-22,여성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021004138,2021-01-22,여성,20 - 29세,서울특별시,국내온라인거래,인터넷게임서비스,부당행위
2021004139,2021-01-22,여성,50 - 59세,전라남도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004140,2021-01-22,남성,20 - 29세,경기도,국내온라인거래,인터넷교육서비스,계약해제.해지/위약금
2021004141,2021-01-22,여성,20 - 29세,경기도,소셜커머스(쇼핑),기타간편복,표시.광고
2021004142,2021-01-22,여성,20 - 29세,경기도,국내온라인거래,인터넷교육서비스,계약해제.해지/위약금
2021004143,2021-01-22,남성,50 - 59세,인천광역시,일반판매,헬스장,계약불이행(불완전이행)
2021004144,2021-01-22,여성,30 - 39세,강원도,기타,스마트폰,AS불만
2021004145,2021-01-22,남성,30 - 39세,인천광역시,기타,모바일게임서비스,품질(물품/용역)
2021004146,2021-01-22,남성,20 - 29세,경기도,국내온라인거래,신사화(구두·부츠 등),품질(물품/용역)
2021004147,2021-01-22,여성,20 - 29세,서울특별시,일반판매,필라테스,계약해제.해지/위약금
2021004148,2021-01-22,남성,30 - 39세,경기도,기타,기타주방설비,품질(물품/용역)
2021004149,2021-01-22,남성,30 - 39세,서울특별시,일반판매,필라테스,계약해제.해지/위약금
2021004150,2021-01-22,여성,30 - 39세,서울특별시,국내온라인거래,기타가방,청약철회
2021004151,2021-01-22,여성,20 - 29세,서울특별시,소셜커머스(쇼핑),마스크,품질(물품/용역)
2021004152,2021-01-22,남성,10 - 19세,경기도,국내온라인거래,항공화물운송서비스,계약불이행(불완전이행)
2021004153,2021-01-22,여성,30 - 39세,울산광역시,일반판매,필라테스,계약해제.해지/위약금
2021004154,2021-01-22,여성,30 - 39세,경기도,일반판매,기타조리기기·기구,품질(물품/용역)
2021004155,2021-01-22,여성,40 - 49세,서울특별시,모바일거래,모바일게임서비스,청약철회
2021004156,2021-01-22,여성,30 - 39세,서울특별시,일반판매,요가,계약불이행(불완전이행)
2021004157,2021-01-22,여성,20 - 29세,강원도,국내온라인거래,애완동·식물용품,품질(물품/용역)
2021004158,2021-01-22,여성,50 - 59세,인천광역시,소셜커머스(쇼핑),점퍼·재킷류,계약해제.해지/위약금
2021004159,2021-01-22,남성,20 - 29세,부산광역시,일반판매,일반강습(입시학원등),계약해제.해지/위약금
2021004160,2021-01-22,남성,30 - 39세,서울특별시,기타,상품권,계약불이행(불완전이행)
2021004161,2021-01-22,남성,30 - 39세,부산광역시,일반판매,고시원이용,품질(물품/용역)
2021004162,2021-01-22,여성,40 - 49세,서울특별시,일반판매,택배화물운송서비스,계약불이행(불완전이행)
2021004163,2021-01-22,여성,30 - 39세,경기도,일반판매,포장이사운송서비스,AS불만
2021004164,2021-01-22,남성,40 - 49세,서울특별시,국내온라인거래,기타조명기기,계약불이행(불완전이행)
2021004165,2021-01-22,남성,40 - 49세,서울특별시,국내온라인거래,기타정보이용서비스,부당행위
2021004166,2021-01-22,여성,50 - 59세,서울특별시,기타통신판매,의자,가격.요금
2021004167,2021-01-22,남성,30 - 39세,경기도,방문판매,헬스장,계약해제.해지/위약금
2021004168,2021-01-22,남성,65 - 69세,인천광역시,기타,상조서비스,계약불이행(불완전이행)
2021004169,2021-01-22,남성,30 - 39세,경기도,소셜커머스(쇼핑),"OTT서비스(넷플릭스,왓챠 등)",계약불이행(불완전이행)
2021004170,2021-01-22,남성,40 - 49세,서울특별시,국내온라인거래,기타스포츠·레저기구·용품,청약철회
2021004171,2021-01-22,남성,30 - 39세,경기도,국내온라인거래,신사화(구두·부츠 등),품질(물품/용역)
2021004172,2021-01-22,여성,50 - 59세,경기도,모바일거래,모바일게임서비스,무능력자계약
2021004173,2021-01-23,여성,20 - 29세,강원도,일반판매,사진촬영,계약해제.해지/위약금
2021004174,2021-01-23,여성,30 - 39세,경상남도,일반판매,의자,AS불만
2021004175,2021-01-23,남성,50 - 59세,세종특별자치시,일반판매,포장이사운송서비스,품질(물품/용역)
2021004176,2021-01-23,여성,40 - 49세,경기도,국내온라인거래,기타장류,품질(물품/용역)
2021004177,2021-01-23,남성,20 - 29세,경기도,방문판매,사진촬영,청약철회
2021004178,2021-01-23,여성,20 - 29세,경기도,일반판매,필라테스,계약해제.해지/위약금
2021004179,2021-01-23,여성,20 - 29세,인천광역시,국내온라인거래,기타미분류물품,표시.광고
2021004180,2021-01-23,남성,30 - 39세,서울특별시,방문판매,가스보일러,부당행위
2021004181,2021-01-23,여성,50 - 59세,서울특별시,TV홈쇼핑,김치,품질(물품/용역)
2021004182,2021-01-23,여성,20 - 29세,서울특별시,일반판매,스마트폰,표시.광고
2021004183,2021-01-23,남성,30 - 39세,서울특별시,일반판매,국외여행,계약해제.해지/위약금
2021004184,2021-01-23,남성,20 - 29세,경기도,일반판매,헬스장,계약해제.해지/위약금
2021004185,2021-01-23,여성,30 - 39세,서울특별시,국내온라인거래,니트(스웨터),청약철회
2021004186,2021-01-23,남성,50 - 59세,경상북도,국내온라인거래,국외여행,계약해제.해지/위약금
2021004187,2021-01-23,남성,40 - 49세,경기도,국내온라인거래,전기세탁기,품질(물품/용역)
2021004188,2021-01-24,여성,20 - 29세,인천광역시,방문판매,미용서비스,계약불이행(불완전이행)
2021004189,2021-01-24,여성,30 - 39세,전라남도,국내온라인거래,라디에이터,청약철회
2021004190,2021-01-24,여성,50 - 59세,서울특별시,전화권유판매,유사투자자문,계약불이행(불완전이행)
2021004191,2021-01-24,여성,50 - 59세,경기도,기타통신판매,점퍼·재킷류,가격.요금
2021004192,2021-01-24,여성,50 - 59세,부산광역시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004193,2021-01-24,여성,20 - 29세,서울특별시,일반판매,필라테스,계약해제.해지/위약금
2021004194,2021-01-24,남성,40 - 49세,서울특별시,방문판매,기타가구,품질(물품/용역)
2021004195,2021-01-24,남성,50 - 59세,경기도,TV홈쇼핑,기타스포츠·레저기구·용품,표시.광고
2021004196,2021-01-24,남성,30 - 39세,경기도,일반판매,종합체육시설회원권,계약해제.해지/위약금
2021004197,2021-01-24,여성,30 - 39세,경상남도,기타통신판매,기타간편복,계약해제.해지/위약금
2021004198,2021-01-25,남성,30 - 39세,인천광역시,일반판매,피부과,계약해제.해지/위약금
2021004199,2021-01-25,여성,30 - 39세,경기도,국내온라인거래,TV,품질(물품/용역)
2021004200,2021-01-25,남성,40 - 49세,서울특별시,국내온라인거래,점퍼·재킷류,청약철회
2021004201,2021-01-25,남성,30 - 39세,경기도,국내온라인거래,캐주얼바지,AS불만
2021004202,2021-01-25,여성,40 - 49세,경기도,일반판매,헬스장,계약해제.해지/위약금
2021004203,2021-01-25,여성,30 - 39세,서울특별시,일반판매,피부과,계약해제.해지/위약금
2021004204,2021-01-25,여성,20 - 29세,대구광역시,일반판매,지갑,품질(물품/용역)
2021004205,2021-01-25,여성,30 - 39세,경기도,일반판매,변호서비스,계약불이행(불완전이행)
2021004206,2021-01-25,여성,40 - 49세,경상북도,기타,소화기,품질(물품/용역)
2021004208,2021-01-25,여성,50 - 59세,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2021004210,2021-01-25,여성,65 - 69세,서울특별시,일반판매,동물병원,안전(제품/시설)
2021004211,2021-01-25,남성,불명,서울특별시,일반판매,기타자동차용품,품질(물품/용역)
2021004212,2021-01-25,남성,불명,경상남도,모바일거래,각종쿠폰류(무료통화권포함),계약불이행(불완전이행)
2021004213,2021-01-25,여성,50 - 59세,서울특별시,기타,인터넷교육서비스,표시.광고
2021004214,2021-01-25,여성,50 - 59세,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2021004215,2021-01-25,남성,불명,서울특별시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004216,2021-01-25,남성,50 - 59세,경기도,기타,케이블TV,계약해제.해지/위약금
2021004218,2021-01-25,여성,불명,부산광역시,기타통신판매,유사투자자문,계약해제.해지/위약금
2021004220,2021-01-25,여성,20 - 29세,경기도,국내온라인거래,차량용블랙박스,청약철회
2021004221,2021-01-25,남성,40 - 49세,세종특별자치시,전화권유판매,초고속인터넷,계약불이행(불완전이행)
2021004222,2021-01-25,남성,불명,전라북도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004223,2021-01-25,남성,40 - 49세,경기도,기타,포장이사운송서비스,계약불이행(불완전이행)
2021004225,2021-01-25,남성,불명,대전광역시,일반판매,기타간편복,품질(물품/용역)
2021004226,2021-01-25,남성,50 - 59세,서울특별시,전화권유판매,유사투자자문,부당행위
2021004227,2021-01-25,여성,40 - 49세,울산광역시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004228,2021-01-25,여성,20 - 29세,서울특별시,일반판매,성형외과,계약해제.해지/위약금
2021004229,2021-01-25,남성,30 - 39세,서울특별시,기타통신판매,컴퓨터수리,계약불이행(불완전이행)
2021004230,2021-01-25,여성,40 - 49세,전라남도,국내온라인거래,핸드백,계약불이행(불완전이행)
2021004232,2021-01-25,남성,30 - 39세,경기도,일반판매,티셔츠,품질(물품/용역)
2021004233,2021-01-25,여성,50 - 59세,서울특별시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004234,2021-01-25,여성,30 - 39세,경기도,기타,성형외과,품질(물품/용역)
2021004235,2021-01-25,여성,20 - 29세,경기도,일반판매,요가,계약해제.해지/위약금
2021004236,2021-01-25,남성,80세이상,서울특별시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004237,2021-01-25,여성,70 - 79세,서울특별시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004238,2021-01-25,여성,30 - 39세,인천광역시,일반판매,이동전화서비스,가격.요금
2021004239,2021-01-25,남성,불명,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2021004240,2021-01-25,여성,70 - 79세,서울특별시,전화권유판매,유사투자자문,청약철회
2021004241,2021-01-25,남성,40 - 49세,제주도,소셜커머스(쇼핑),통신기기주변장치,AS불만
2021004242,2021-01-25,남성,65 - 69세,경기도,일반판매,휠,AS불만
2021004243,2021-01-25,남성,30 - 39세,대구광역시,일반판매,소형승용자동차,계약불이행(불완전이행)
2021004244,2021-01-25,남성,20 - 29세,광주광역시,기타통신판매,미분류대여(렌트),표시.광고
2021004245,2021-01-25,남성,50 - 59세,울산광역시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004246,2021-01-25,남성,70 - 79세,경기도,기타통신판매,기타의료용구,품질(물품/용역)
2021004249,2021-01-25,여성,50 - 59세,울산광역시,국내온라인거래,이불·요,품질(물품/용역)
2021004250,2021-01-25,남성,20 - 29세,경기도,기타,일반강습(입시학원등),계약해제.해지/위약금
2021004251,2021-01-25,여성,50 - 59세,경기도,기타통신판매,유사투자자문,계약해제.해지/위약금
2021004252,2021-01-25,남성,30 - 39세,충청북도,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2021004253,2021-01-25,여성,40 - 49세,경기도,일반판매,점퍼·재킷류,품질(물품/용역)
2021004254,2021-01-25,남성,50 - 59세,인천광역시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004255,2021-01-25,여성,65 - 69세,경상북도,일반판매,기타세탁서비스,품질(물품/용역)
2021004256,2021-01-25,여성,50 - 59세,강원도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004257,2021-01-25,여성,40 - 49세,경기도,일반판매,김치냉장고,품질(물품/용역)
2021004258,2021-01-25,여성,50 - 59세,부산광역시,일반판매,점퍼·재킷류,품질(물품/용역)
2021004259,2021-01-25,남성,50 - 59세,세종특별자치시,전화권유판매,유사투자자문,부당행위
2021004260,2021-01-25,남성,70 - 79세,인천광역시,일반판매,건강(암·기타질병)보험,계약불이행(불완전이행)
2021004261,2021-01-25,여성,20 - 29세,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2021004262,2021-01-25,남성,50 - 59세,경기도,모바일거래,모바일게임서비스,무능력자계약
2021004263,2021-01-25,여성,30 - 39세,경기도,일반판매,"연회서비스(돌잔치,회갑 등)",계약해제.해지/위약금
2021004264,2021-01-25,여성,20 - 29세,서울특별시,일반판매,요가,계약해제.해지/위약금
2021004265,2021-01-25,여성,20 - 29세,경기도,일반판매,헬스장,계약해제.해지/위약금
2021004266,2021-01-25,여성,20 - 29세,경기도,일반판매,요가,계약해제.해지/위약금
2021004267,2021-01-25,여성,40 - 49세,서울특별시,전화권유판매,초고속인터넷,계약해제.해지/위약금
2021004268,2021-01-25,남성,30 - 39세,대전광역시,일반판매,예식서비스,계약해제.해지/위약금
2021004269,2021-01-25,여성,50 - 59세,서울특별시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004270,2021-01-25,여성,40 - 49세,경기도,일반판매,필라테스,계약해제.해지/위약금
2021004271,2021-01-25,여성,20 - 29세,서울특별시,일반판매,각종자격취득강습,계약해제.해지/위약금
2021004272,2021-01-25,남성,50 - 59세,경기도,일반판매,신사복세트,품질(물품/용역)
2021004273,2021-01-25,여성,50 - 59세,인천광역시,국내온라인거래,기타가구,품질(물품/용역)
2021004274,2021-01-25,여성,불명,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004276,2021-01-25,여성,40 - 49세,충청북도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004277,2021-01-25,여성,40 - 49세,경상북도,방문판매,학습지,계약해제.해지/위약금
2021004278,2021-01-25,남성,40 - 49세,경기도,전화권유판매,유사투자자문,부당행위
2021004279,2021-01-25,여성,40 - 49세,경기도,일반판매,기타세탁서비스,품질(물품/용역)
2021004280,2021-01-25,남성,40 - 49세,경기도,일반판매,헬스장,계약불이행(불완전이행)
2021004281,2021-01-25,남성,(미입력),경기도,국내온라인거래,키보드,청약철회
2021004283,2021-01-25,여성,40 - 49세,경기도,일반판매,점퍼·재킷류,안전(제품/시설)
2021004284,2021-01-25,남성,60 - 64세,서울특별시,일반판매,스마트폰,품질(물품/용역)
2021004285,2021-01-25,여성,65 - 69세,경상북도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004286,2021-01-25,여성,30 - 39세,서울특별시,국내온라인거래,응접테이블,계약불이행(불완전이행)
2021004287,2021-01-25,남성,50 - 59세,충청북도,일반판매,소파,품질(물품/용역)
2021004288,2021-01-25,여성,30 - 39세,경상남도,일반판매,기타과일·과일가공식품,품질(물품/용역)
2021004289,2021-01-25,남성,40 - 49세,경기도,기타통신판매,인터넷정보이용서비스,계약해제.해지/위약금
2021004290,2021-01-25,남성,70 - 79세,경기도,전화권유판매,유사투자자문,부당행위
2021004291,2021-01-25,여성,40 - 49세,경상북도,일반판매,중형승용자동차,AS불만
2021004292,2021-01-25,남성,불명,경기도,일반판매,머플러,품질(물품/용역)
2021004293,2021-01-25,남성,50 - 59세,인천광역시,일반판매,헬스장,계약해제.해지/위약금
2021004294,2021-01-25,남성,60 - 64세,충청북도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004295,2021-01-25,여성,30 - 39세,경기도,일반판매,성형외과,계약해제.해지/위약금
2021004296,2021-01-25,남성,(미입력),세종특별자치시,기타,변호서비스,부당행위
2021004297,2021-01-25,남성,40 - 49세,대구광역시,국내온라인거래,점퍼·재킷류,계약불이행(불완전이행)
2021004298,2021-01-25,남성,(미입력),전라남도,국내온라인거래,신용카드,부당행위
2021004299,2021-01-25,여성,30 - 39세,경기도,일반판매,성형외과,계약해제.해지/위약금
2021004301,2021-01-25,여성,20 - 29세,서울특별시,국내온라인거래,코트,품질(물품/용역)
2021004302,2021-01-25,남성,80세이상,부산광역시,기타통신판매,성기능향상기기,계약해제.해지/위약금
2021004303,2021-01-25,남성,30 - 39세,인천광역시,일반판매,창호유리,AS불만
2021004304,2021-01-25,여성,50 - 59세,대전광역시,일반판매,소형승용자동차,품질(물품/용역)
2021004305,2021-01-25,남성,불명,경기도,일반판매,상해보험,계약불이행(불완전이행)
2021004306,2021-01-25,남성,30 - 39세,서울특별시,전화권유판매,유사투자자문,청약철회
2021004307,2021-01-25,남성,40 - 49세,대구광역시,일반판매,피부과,계약해제.해지/위약금
2021004308,2021-01-25,여성,30 - 39세,부산광역시,방문판매,콘도회원권,부당행위
2021004309,2021-01-25,남성,40 - 49세,경기도,일반판매,카셰어링,품질(물품/용역)
2021004310,2021-01-25,남성,30 - 39세,경기도,기타통신판매,미분류대여(렌트),계약해제.해지/위약금
2021004311,2021-01-25,남성,20 - 29세,인천광역시,국내온라인거래,퍼스널컴퓨터,품질(물품/용역)
2021004312,2021-01-25,남성,50 - 59세,전라남도,일반판매,안마의자대여(렌트),계약해제.해지/위약금
2021004313,2021-01-25,남성,30 - 39세,인천광역시,방문판매,미분류대여(렌트),AS불만
2021004314,2021-01-25,남성,40 - 49세,경기도,전화권유판매,화장실설비,AS불만
2021004316,2021-01-25,남성,40 - 49세,인천광역시,국내온라인거래,운동화,품질(물품/용역)
2021004318,2021-01-25,여성,40 - 49세,경기도,일반판매,기타세탁서비스,품질(물품/용역)
2021004319,2021-01-25,남성,40 - 49세,서울특별시,국내온라인거래,노트북컴퓨터,청약철회
2021004320,2021-01-25,여성,60 - 64세,인천광역시,일반판매,외식,안전(제품/시설)
2021004321,2021-01-25,남성,40 - 49세,서울특별시,국내온라인거래,전문스포츠화(축구화·골프화 등),품질(물품/용역)
2021004322,2021-01-25,여성,30 - 39세,경상남도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2021004323,2021-01-25,남성,60 - 64세,경기도,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2021004324,2021-01-25,남성,40 - 49세,대구광역시,국내온라인거래,운동화,품질(물품/용역)
2021004325,2021-01-25,여성,60 - 64세,전라북도,일반판매,생활패션화(슬립온·아쿠아슈즈·장화·작업화 등),품질(물품/용역)
2021004326,2021-01-25,여성,50 - 59세,서울특별시,일반판매,식탁,품질(물품/용역)
2021004327,2021-01-25,여성,20 - 29세,부산광역시,국내온라인거래,꽃·화초·화환,계약불이행(불완전이행)
2021004328,2021-01-25,여성,50 - 59세,서울특별시,기타,신유형상품권,단순문의.상담
2021004329,2021-01-25,남성,50 - 59세,인천광역시,일반판매,생활패션화(슬립온·아쿠아슈즈·장화·작업화 등),품질(물품/용역)
2021004330,2021-01-25,여성,40 - 49세,대전광역시,국내온라인거래,코트,계약불이행(불완전이행)
2021004331,2021-01-25,남성,40 - 49세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004332,2021-01-25,남성,70 - 79세,서울특별시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004333,2021-01-25,남성,50 - 59세,부산광역시,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2021004336,2021-01-25,여성,20 - 29세,대전광역시,일반판매,점퍼·재킷류,계약불이행(불완전이행)
2021004338,2021-01-25,여성,50 - 59세,부산광역시,모바일거래,"OTT서비스(넷플릭스,왓챠 등)",계약해제.해지/위약금
2021004339,2021-01-25,여성,40 - 49세,경상남도,일반판매,운동화,품질(물품/용역)
2021004340,2021-01-25,남성,30 - 39세,경기도,소셜커머스(쇼핑),애완식물(화분·분재),AS불만
2021004341,2021-01-25,여성,50 - 59세,부산광역시,일반판매,건강(암·기타질병)보험,계약불이행(불완전이행)
2021004342,2021-01-25,남성,40 - 49세,대전광역시,일반판매,외식,계약해제.해지/위약금
2021004344,2021-01-25,남성,40 - 49세,서울특별시,일반판매,인터넷정보이용서비스,부당행위
2021004345,2021-01-25,여성,40 - 49세,울산광역시,국내온라인거래,기타의류·섬유,부당행위
2021004346,2021-01-25,남성,30 - 39세,서울특별시,방문판매,헬스장,계약해제.해지/위약금
2021004347,2021-01-25,남성,50 - 59세,경상북도,일반판매,창호유리,AS불만
2021004348,2021-01-25,여성,30 - 39세,경기도,일반판매,국수,안전(제품/시설)
2021004349,2021-01-25,여성,30 - 39세,인천광역시,방문판매,필라테스,계약해제.해지/위약금
2021004350,2021-01-25,여성,40 - 49세,경상남도,소셜커머스(쇼핑),기타컴퓨터·주변기기,계약불이행(불완전이행)
2021004351,2021-01-25,여성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2021004352,2021-01-25,여성,50 - 59세,대구광역시,전화권유판매,연수기대여(렌트),계약해제.해지/위약금
2021004353,2021-01-25,남성,40 - 49세,서울특별시,기타통신판매,택시여객운송서비스,계약불이행(불완전이행)
2021004354,2021-01-25,여성,30 - 39세,서울특별시,국내온라인거래,니트(스웨터),청약철회
2021004355,2021-01-25,여성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021004356,2021-01-25,여성,30 - 39세,전라북도,일반판매,예식서비스,부당행위
2021004357,2021-01-25,남성,40 - 49세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004358,2021-01-25,여성,20 - 29세,인천광역시,기타,각종공연관람,계약불이행(불완전이행)
2021004359,2021-01-25,남성,30 - 39세,인천광역시,일반판매,스마트폰,AS불만
2021004360,2021-01-25,여성,40 - 49세,인천광역시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004361,2021-01-25,여성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021004362,2021-01-25,여성,30 - 39세,서울특별시,국내온라인거래,시계,AS불만
2021004363,2021-01-25,남성,30 - 39세,서울특별시,일반판매,예식서비스,계약해제.해지/위약금
2021004364,2021-01-25,남성,40 - 49세,서울특별시,국내온라인거래,스프링매트리스,품질(물품/용역)
2021004365,2021-01-25,여성,30 - 39세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004366,2021-01-25,여성,20 - 29세,인천광역시,일반판매,요가,계약해제.해지/위약금
2021004367,2021-01-25,여성,30 - 39세,경기도,모바일거래,모바일정보이용서비스,계약해제.해지/위약금
2021004368,2021-01-25,남성,40 - 49세,서울특별시,국내온라인거래,컴퓨터모니터(데스크탑),품질(물품/용역)
2021004369,2021-01-25,남성,10 - 19세,대구광역시,방문판매,인터넷교육서비스,청약철회
2021004370,2021-01-25,남성,30 - 39세,서울특별시,기타통신판매,단행본,청약철회
2021004371,2021-01-25,여성,30 - 39세,경기도,국내온라인거래,코트,계약해제.해지/위약금
2021004372,2021-01-25,남성,40 - 49세,경상남도,기타통신판매,캐주얼바지,부당행위
2021004373,2021-01-25,여성,30 - 39세,경기도,일반판매,도배공사,품질(물품/용역)
2021004374,2021-01-25,남성,50 - 59세,부산광역시,국내온라인거래,프린터,품질(물품/용역)
2021004375,2021-01-25,남성,30 - 39세,서울특별시,방문판매,헬스장,계약해제.해지/위약금
2021004376,2021-01-25,여성,40 - 49세,경기도,모바일거래,코트,청약철회
2021004377,2021-01-25,남성,50 - 59세,인천광역시,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2021004378,2021-01-25,남성,40 - 49세,경기도,TV홈쇼핑,안마의자,안전(제품/시설)
2021004379,2021-01-25,여성,50 - 59세,충청북도,국내온라인거래,기타(악기guitar),계약불이행(불완전이행)
2021004380,2021-01-25,여성,30 - 39세,경기도,일반판매,헬스장,계약해제.해지/위약금
2021004381,2021-01-25,여성,30 - 39세,부산광역시,일반판매,필라테스,계약해제.해지/위약금
2021004382,2021-01-25,여성,50 - 59세,경기도,일반판매,건강(암·기타질병)보험,계약불이행(불완전이행)
2021004383,2021-01-25,여성,30 - 39세,제주도,일반판매,침대,청약철회
2021004384,2021-01-25,여성,30 - 39세,서울특별시,일반판매,스포츠시설이용,계약불이행(불완전이행)
2021004385,2021-01-25,남성,30 - 39세,서울특별시,일반판매,포장이사운송서비스,계약불이행(불완전이행)
2021004386,2021-01-25,여성,40 - 49세,부산광역시,일반판매,필라테스,계약해제.해지/위약금
2021004387,2021-01-25,남성,20 - 29세,경기도,일반판매,이동전화서비스,가격.요금
2021004388,2021-01-25,남성,30 - 39세,서울특별시,일반판매,케이블TV,품질(물품/용역)
2021004389,2021-01-25,여성,60 - 64세,경상남도,전화권유판매,인터넷정보이용서비스,청약철회
2021004390,2021-01-25,남성,40 - 49세,충청북도,국내온라인거래,정수기,품질(물품/용역)
2021004391,2021-01-25,남성,20 - 29세,경기도,기타,펜션,계약해제.해지/위약금
2021004392,2021-01-25,남성,30 - 39세,경상북도,일반판매,초고속인터넷,가격.요금
2021004393,2021-01-25,여성,30 - 39세,서울특별시,국내온라인거래,의자,품질(물품/용역)
2021004394,2021-01-25,남성,40 - 49세,경기도,일반판매,헬스장,계약해제.해지/위약금
2021004395,2021-01-25,남성,50 - 59세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004396,2021-01-25,남성,40 - 49세,서울특별시,일반판매,식탁,AS불만
2021004397,2021-01-25,남성,40 - 49세,경기도,TV홈쇼핑,전기프라이팬,품질(물품/용역)
2021004398,2021-01-25,여성,50 - 59세,부산광역시,방문판매,식기세척기,청약철회
2021004399,2021-01-25,여성,30 - 39세,경기도,방문판매,가스보일러,계약불이행(불완전이행)
2021004400,2021-01-25,남성,30 - 39세,경기도,일반판매,포장이사운송서비스,품질(물품/용역)
2021004401,2021-01-25,남성,40 - 49세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004402,2021-01-25,남성,40 - 49세,부산광역시,전화권유판매,유사투자자문,계약해제.해지/위약금
2021004403,2021-01-25,여성,20 - 29세,부산광역시,일반판매,스마트폰,계약해제.해지/위약금
2021004404,2021-01-25,남성,20 - 29세,경기도,방문판매,기타문화·오락시설이용,계약해제.해지/위약금
2021004405,2021-01-25,남성,20 - 29세,경기도,국내온라인거래,모바일정보이용서비스,부당채권추심
2021004406,2021-01-25,남성,40 - 49세,충청북도,기타통신판매,식기세척기,계약불이행(불완전이행)
2021004407,2021-01-25,남성,30 - 39세,경기도,국내온라인거래,기타미분류서비스,계약해제.해지/위약금
2021004408,2021-01-25,여성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021004409,2021-01-25,남성,50 - 59세,광주광역시,국내온라인거래,기타자동차부품,청약철회
2021004410,2021-01-25,남성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021004411,2021-01-25,여성,30 - 39세,경기도,일반판매,필라테스,계약해제.해지/위약금
2021004412,2021-01-25,여성,20 - 29세,경기도,국내온라인거래,원피스,품질(물품/용역)
2021004413,2021-01-25,여성,20 - 29세,경기도,일반판매,사진촬영,청약철회
2021004414,2021-01-25,여성,20 - 29세,경상북도,전화권유판매,유사투자자문,계약해제.해지/위약금
