case,date,sex,age,area,sales,product,note
2021000005,2021-01-01,남성,20 - 29세,경기도,기타,종합체육시설회원권,계약해제.해지/위약금
2021000006,2021-01-01,남성,50 - 59세,경기도,일반판매,시계,청약철회
2021000007,2021-01-01,여성,40 - 49세,서울특별시,일반판매,건물청소서비스,AS불만
2021000008,2021-01-01,남성,30 - 39세,경기도,모바일거래,도배공사,가격.요금
2021000009,2021-01-01,여성,20 - 29세,부산광역시,국내온라인거래,영어자격(능력)시험,계약해제.해지/위약금
2021000011,2021-01-02,여성,50 - 59세,경기도,일반판매,기타위생서비스,AS불만
2021000012,2021-01-02,남성,65 - 69세,대구광역시,기타통신판매,LED램프,AS불만
2021000013,2021-01-02,남성,40 - 49세,서울특별시,모바일거래,인터넷게임서비스,청약철회
2021000014,2021-01-02,여성,30 - 39세,충청남도,국내온라인거래,기타모피·가죽의류,청약철회
2021000015,2021-01-02,여성,20 - 29세,부산광역시,방문판매,헬스장,청약철회
2021000016,2021-01-02,여성,50 - 59세,서울특별시,방문판매,포장이사운송서비스,계약불이행(불완전이행)
2021000017,2021-01-02,여성,20 - 29세,서울특별시,국내온라인거래,라텍스매트리스,품질(물품/용역)
2021000018,2021-01-02,여성,40 - 49세,서울특별시,방문판매,피부·체형관리서비스,계약해제.해지/위약금
2021000019,2021-01-02,여성,20 - 29세,경기도,방문판매,필라테스,계약해제.해지/위약금
2021000020,2021-01-02,남성,30 - 39세,경상남도,일반판매,안마의자,안전(제품/시설)
2021000021,2021-01-02,여성,30 - 39세,인천광역시,국내온라인거래,운동화,청약철회
2021000022,2021-01-02,남성,30 - 39세,서울특별시,소셜커머스(쇼핑),도서·음반대여(렌트),청약철회
2021000023,2021-01-02,남성,40 - 49세,부산광역시,국내온라인거래,국내결혼중개,계약해제.해지/위약금
2021000101,2021-01-03,여성,20 - 29세,경기도,국내온라인거래,코트,청약철회
2021000102,2021-01-03,여성,30 - 39세,서울특별시,일반판매,여성용내의류,계약불이행(불완전이행)
2021000103,2021-01-03,남성,50 - 59세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021000104,2021-01-03,남성,30 - 39세,세종특별자치시,모바일거래,미분류컨설팅(자문),계약불이행(불완전이행)
2021000105,2021-01-03,여성,40 - 49세,서울특별시,국내온라인거래,전기진공청소기,계약불이행(불완전이행)
2021000106,2021-01-03,여성,40 - 49세,전라남도,TV홈쇼핑,기타인테리어설비,부당행위
2021000107,2021-01-03,남성,30 - 39세,서울특별시,방문판매,헬스장,계약해제.해지/위약금
2021000108,2021-01-03,남성,40 - 49세,대구광역시,TV홈쇼핑,미분류대여(렌트),계약해제.해지/위약금
2021000109,2021-01-03,여성,20 - 29세,경기도,소셜커머스(쇼핑),베개,청약철회
2021000110,2021-01-03,남성,40 - 49세,충청북도,일반판매,기타세탁서비스,계약불이행(불완전이행)
2021000111,2021-01-03,여성,40 - 49세,충청남도,일반판매,휴대폰(2G),부당행위
2021000112,2021-01-03,남성,40 - 49세,대구광역시,기타,정수기대여(렌트),AS불만
2021000113,2021-01-03,남성,30 - 39세,대구광역시,기타,헬스장,계약해제.해지/위약금
2021000114,2021-01-03,여성,40 - 49세,경기도,국내온라인거래,이불·요,청약철회
2021000201,2021-01-04,남성,50 - 59세,경상북도,일반판매,기타약품,계약해제.해지/위약금
2021000202,2021-01-04,여성,30 - 39세,대전광역시,국내온라인거래,기타교육서비스,가격.요금
2021000203,2021-01-04,남성,30 - 39세,강원도,일반판매,결혼준비대행서비스,계약해제.해지/위약금
2021000204,2021-01-04,남성,50 - 59세,서울특별시,국제온라인거래,인덕션레인지,청약철회
2021000205,2021-01-04,남성,40 - 49세,서울특별시,기타,기타인테리어설비,계약불이행(불완전이행)
2021000206,2021-01-04,여성,30 - 39세,경기도,일반판매,식탁,품질(물품/용역)
2021000207,2021-01-04,남성,20 - 29세,전라북도,소셜커머스(쇼핑),기타가사용품,품질(물품/용역)
2021000208,2021-01-04,여성,30 - 39세,서울특별시,국내온라인거래,전기포트,품질(물품/용역)
2021000209,2021-01-04,여성,40 - 49세,경기도,소셜커머스(쇼핑),기타조리기기·기구,품질(물품/용역)
2021000210,2021-01-04,남성,50 - 59세,강원도,일반판매,미분류대여(렌트),계약해제.해지/위약금
2021000211,2021-01-04,여성,20 - 29세,경기도,일반판매,필라테스,청약철회
2021000213,2021-01-04,남성,50 - 59세,경상남도,일반판매,중형승합자동차,부당행위
2021000219,2021-01-04,남성,30 - 39세,경기도,국내온라인거래,기타자동차용품,청약철회
2021000221,2021-01-04,여성,40 - 49세,서울특별시,일반판매,기타문화·오락시설이용,계약불이행(불완전이행)
2021000222,2021-01-04,여성,20 - 29세,경기도,일반판매,자동차대여(렌트),약관
2021000229,2021-01-04,여성,30 - 39세,대전광역시,기타통신판매,기타가구,계약불이행(불완전이행)
2021000230,2021-01-04,여성,20 - 29세,서울특별시,국내온라인거래,도어록,청약철회
2021000231,2021-01-04,남성,20 - 29세,경기도,국내온라인거래,CPU,계약불이행(불완전이행)
2021000232,2021-01-04,여성,50 - 59세,서울특별시,국내온라인거래,혼합견과류,청약철회
2021000233,2021-01-04,남성,20 - 29세,경기도,국내온라인거래,컴퓨터모니터(데스크탑),품질(물품/용역)
2021000234,2021-01-04,여성,30 - 39세,서울특별시,모바일거래,호텔,계약해제.해지/위약금
2021000235,2021-01-04,남성,70 - 79세,부산광역시,기타통신판매,기타신변용품,표시.광고
2021000236,2021-01-04,남성,30 - 39세,서울특별시,일반판매,초고속인터넷,부당행위
2021000237,2021-01-04,남성,20 - 29세,서울특별시,소셜커머스(쇼핑),외식,계약불이행(불완전이행)
2021000238,2021-01-04,여성,30 - 39세,경기도,일반판매,인터넷교육서비스,계약해제.해지/위약금
2021000239,2021-01-04,남성,40 - 49세,충청북도,일반판매,지갑,거래관행
2021000240,2021-01-04,여성,50 - 59세,인천광역시,국내온라인거래,기타컴퓨터·주변기기,품질(물품/용역)
2021000241,2021-01-04,여성,65 - 69세,경기도,일반판매,택배화물운송서비스,계약불이행(불완전이행)
2021000242,2021-01-04,여성,불명,경기도,일반판매,냉장고,품질(물품/용역)
2021000243,2021-01-04,여성,20 - 29세,울산광역시,소셜커머스(쇼핑),기타보건·위생용품,부당행위
2021000244,2021-01-04,여성,50 - 59세,경기도,국내온라인거래,국외여행,계약해제.해지/위약금
2021000245,2021-01-04,남성,60 - 64세,서울특별시,TV홈쇼핑,김치냉장고,품질(물품/용역)
2021000248,2021-01-04,남성,40 - 49세,인천광역시,국내온라인거래,기타취미용품,품질(물품/용역)
2021000249,2021-01-04,여성,50 - 59세,전라북도,일반판매,소파,품질(물품/용역)
2021000250,2021-01-04,여성,20 - 29세,경상남도,일반판매,사진촬영,계약해제.해지/위약금
2021000251,2021-01-04,여성,20 - 29세,경상남도,일반판매,사진촬영,계약해제.해지/위약금
2021000252,2021-01-04,여성,50 - 59세,인천광역시,일반판매,호텔,계약불이행(불완전이행)
2021000253,2021-01-04,남성,20 - 29세,경기도,일반판매,외식,계약해제.해지/위약금
2021000254,2021-01-04,여성,30 - 39세,경기도,기타,외식,계약해제.해지/위약금
2021000255,2021-01-04,여성,65 - 69세,경상북도,TV홈쇼핑,전기압력밥솥,품질(물품/용역)
2021000256,2021-01-04,여성,60 - 64세,서울특별시,TV홈쇼핑,국외여행,계약해제.해지/위약금
2021000257,2021-01-04,남성,50 - 59세,경상남도,기타,공기청정기,부당행위
2021000258,2021-01-04,여성,20 - 29세,경기도,일반판매,애완고양이,품질(물품/용역)
2021000259,2021-01-04,남성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2021000260,2021-01-04,여성,20 - 29세,경기도,기타,호텔,계약해제.해지/위약금
2021000261,2021-01-04,남성,40 - 49세,경기도,일반판매,이동전화서비스,이자.수수료
2021000262,2021-01-04,남성,40 - 49세,경기도,국내온라인거래,펜션,청약철회
2021000263,2021-01-04,여성,40 - 49세,광주광역시,일반판매,생활패션화(슬립온·아쿠아슈즈·장화·작업화 등),품질(물품/용역)
2021000264,2021-01-04,여성,50 - 59세,광주광역시,일반판매,운동화,품질(물품/용역)
2021000265,2021-01-04,여성,40 - 49세,부산광역시,일반판매,운동화,품질(물품/용역)
2021000266,2021-01-04,여성,60 - 64세,대구광역시,일반판매,생활패션화(슬립온·아쿠아슈즈·장화·작업화 등),품질(물품/용역)
2021000267,2021-01-04,여성,40 - 49세,서울특별시,국내온라인거래,운동화,품질(물품/용역)
2021000268,2021-01-04,여성,40 - 49세,서울특별시,일반판매,신발세탁,계약해제.해지/위약금
2021000269,2021-01-04,남성,40 - 49세,경기도,일반판매,운동화,품질(물품/용역)
2021000270,2021-01-04,여성,40 - 49세,충청북도,국내온라인거래,운동화,품질(물품/용역)
2021000271,2021-01-04,남성,20 - 29세,인천광역시,일반판매,신발세탁,계약불이행(불완전이행)
2021000272,2021-01-04,여성,20 - 29세,서울특별시,국내온라인거래,숙녀화(구두·부츠 등),품질(물품/용역)
2021000273,2021-01-04,여성,40 - 49세,서울특별시,일반판매,숙녀화(구두·부츠 등),품질(물품/용역)
2021000274,2021-01-04,남성,80세이상,서울특별시,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2021000275,2021-01-04,여성,40 - 49세,경상남도,일반판매,운동화,품질(물품/용역)
2021000276,2021-01-04,남성,40 - 49세,부산광역시,일반판매,운동화,품질(물품/용역)
2021000277,2021-01-04,여성,40 - 49세,서울특별시,방문판매,인터넷교육서비스,계약해제.해지/위약금
2021000278,2021-01-04,여성,40 - 49세,서울특별시,일반판매,운동화,품질(물품/용역)
2021000279,2021-01-04,남성,40 - 49세,전라북도,일반판매,신발세탁,계약불이행(불완전이행)
2021000280,2021-01-04,남성,40 - 49세,부산광역시,일반판매,외과,품질(물품/용역)
2021000281,2021-01-04,여성,50 - 59세,경기도,국내온라인거래,숙녀화(구두·부츠 등),품질(물품/용역)
2021000282,2021-01-04,남성,40 - 49세,경기도,국내온라인거래,운동화,품질(물품/용역)
2021000283,2021-01-04,여성,20 - 29세,서울특별시,일반판매,신발세탁,계약불이행(불완전이행)
2021000284,2021-01-04,여성,20 - 29세,서울특별시,일반판매,운동화,품질(물품/용역)
2021000285,2021-01-04,여성,40 - 49세,인천광역시,국내온라인거래,숙녀화(구두·부츠 등),품질(물품/용역)
2021000286,2021-01-04,여성,40 - 49세,대전광역시,일반판매,운동화,품질(물품/용역)
2021000287,2021-01-04,남성,50 - 59세,충청북도,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2021000288,2021-01-04,남성,50 - 59세,경상북도,일반판매,운동화,품질(물품/용역)
2021000289,2021-01-04,남성,50 - 59세,인천광역시,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2021000290,2021-01-04,남성,불명,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021000291,2021-01-04,남성,40 - 49세,경기도,일반판매,생활패션화(슬립온·아쿠아슈즈·장화·작업화 등),품질(물품/용역)
2021000292,2021-01-04,여성,40 - 49세,서울특별시,일반판매,운동화,품질(물품/용역)
2021000293,2021-01-04,여성,30 - 39세,울산광역시,일반판매,운동화,품질(물품/용역)
2021000294,2021-01-04,남성,50 - 59세,강원도,일반판매,신사화(구두·부츠 등),품질(물품/용역)
2021000295,2021-01-04,남성,30 - 39세,경기도,일반판매,기타수선·염색서비스,계약불이행(불완전이행)
2021000296,2021-01-04,남성,30 - 39세,전라북도,국내온라인거래,의자,품질(물품/용역)
2021000297,2021-01-04,여성,20 - 29세,서울특별시,일반판매,필라테스,계약해제.해지/위약금
2021000299,2021-01-04,여성,30 - 39세,경기도,국내온라인거래,기타식품류,품질(물품/용역)
2021000301,2021-01-04,남성,30 - 39세,서울특별시,일반판매,국외여행,계약해제.해지/위약금
2021000304,2021-01-04,여성,불명,서울특별시,일반판매,원피스,청약철회
2021000305,2021-01-04,남성,30 - 39세,경기도,일반판매,자동차대여(렌트),계약해제.해지/위약금
2021000306,2021-01-04,여성,30 - 39세,서울특별시,일반판매,전기압력밥솥,품질(물품/용역)
2021000307,2021-01-04,남성,30 - 39세,서울특별시,일반판매,피부과,계약불이행(불완전이행)
2021000308,2021-01-04,여성,30 - 39세,대전광역시,일반판매,헬스장,계약해제.해지/위약금
2021000309,2021-01-04,여성,30 - 39세,서울특별시,일반판매,애완견,계약해제.해지/위약금
2021000310,2021-01-04,여성,30 - 39세,경기도,일반판매,아동화,품질(물품/용역)
2021000311,2021-01-04,남성,40 - 49세,서울특별시,일반판매,포장이사운송서비스,품질(물품/용역)
2021000312,2021-01-04,남성,20 - 29세,인천광역시,일반판매,레포츠장비대여(렌트),품질(물품/용역)
2021000313,2021-01-04,남성,30 - 39세,경기도,모바일거래,카셰어링,부당행위
2021000314,2021-01-04,여성,40 - 49세,경기도,기타통신판매,펜션,청약철회
2021000315,2021-01-04,여성,50 - 59세,경기도,기타통신판매,고구마,청약철회
2021000316,2021-01-04,남성,40 - 49세,경기도,일반판매,중형승용자동차,계약불이행(불완전이행)
2021000317,2021-01-04,여성,30 - 39세,충청북도,일반판매,대형승용자동차,부당행위
2021000318,2021-01-04,여성,20 - 29세,서울특별시,모바일거래,카셰어링,계약해제.해지/위약금
2021000319,2021-01-04,남성,불명,서울특별시,일반판매,중형승용자동차,계약불이행(불완전이행)
2021000320,2021-01-04,여성,20 - 29세,경기도,기타통신판매,이동전화서비스,부당행위
2021000321,2021-01-04,남성,40 - 49세,부산광역시,일반판매,포장이사운송서비스,품질(물품/용역)
2021000322,2021-01-04,남성,30 - 39세,경기도,일반판매,중고자동차중개·매매,계약불이행(불완전이행)
2021000323,2021-01-04,남성,65 - 69세,서울특별시,전화권유판매,투자자문(컨설팅),청약철회
2021000324,2021-01-04,남성,40 - 49세,경상북도,국내온라인거래,기타자동차용품,품질(물품/용역)
2021000325,2021-01-04,남성,30 - 39세,경기도,국내온라인거래,자동차대여(렌트),계약해제.해지/위약금
2021000326,2021-01-04,남성,30 - 39세,서울특별시,국내온라인거래,스포츠웨어,품질(물품/용역)
2021000327,2021-01-04,여성,40 - 49세,대구광역시,국내온라인거래,점퍼·재킷류,품질(물품/용역)
2021000328,2021-01-04,여성,20 - 29세,전라북도,일반판매,"연회서비스(돌잔치,회갑 등)",계약해제.해지/위약금
2021000329,2021-01-04,여성,70 - 79세,서울특별시,전화권유판매,투자자문(컨설팅),청약철회
2021000330,2021-01-04,남성,40 - 49세,경기도,전화권유판매,투자자문(컨설팅),청약철회
2021000331,2021-01-04,남성,40 - 49세,전라북도,모바일거래,유사투자자문,계약해제.해지/위약금
2021000332,2021-01-04,여성,60 - 64세,경기도,일반판매,숙녀화(구두·부츠 등),품질(물품/용역)
2021000333,2021-01-04,여성,60 - 64세,서울특별시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2021000334,2021-01-04,남성,20 - 29세,경기도,소셜커머스(쇼핑),호텔,부당행위
2021000335,2021-01-04,남성,50 - 59세,경기도,TV홈쇼핑,쌀통,품질(물품/용역)
2021000336,2021-01-04,남성,40 - 49세,서울특별시,전화권유판매,기타투자자문컨설팅·상품,청약철회
2021000337,2021-01-04,남성,불명,경상북도,일반판매,한복세탁,계약불이행(불완전이행)
2021000338,2021-01-04,여성,30 - 39세,경기도,일반판매,프린터,품질(물품/용역)
2021000339,2021-01-04,여성,40 - 49세,광주광역시,기타,이동전화서비스,부당행위
2021000340,2021-01-04,여성,20 - 29세,서울특별시,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2021000341,2021-01-04,여성,50 - 59세,부산광역시,일반판매,기타세탁서비스,품질(물품/용역)
2021000342,2021-01-04,남성,40 - 49세,서울특별시,국내온라인거래,스마트폰,가격.요금
2021000343,2021-01-04,여성,20 - 29세,경기도,TV홈쇼핑,기타숙박시설,계약해제.해지/위약금
2021000344,2021-01-04,여성,20 - 29세,인천광역시,국내온라인거래,가습기,품질(물품/용역)
2021000345,2021-01-04,남성,30 - 39세,경상북도,일반판매,사진촬영,부당행위
2021000346,2021-01-04,여성,50 - 59세,울산광역시,일반판매,이동전화서비스,품질(물품/용역)
2021000348,2021-01-04,여성,20 - 29세,충청남도,일반판매,기타미분류서비스,계약해제.해지/위약금
2021000349,2021-01-04,여성,30 - 39세,경상남도,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2021000350,2021-01-04,남성,40 - 49세,경상남도,일반판매,TV,AS불만
2021000351,2021-01-04,남성,50 - 59세,경기도,국제온라인거래,선박화물운송서비스,계약불이행(불완전이행)
2021000353,2021-01-04,여성,20 - 29세,부산광역시,일반판매,운동화,품질(물품/용역)
2021000354,2021-01-04,남성,40 - 49세,경기도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2021000355,2021-01-04,여성,60 - 64세,경상남도,일반판매,기타세탁서비스,품질(물품/용역)
2021000356,2021-01-04,여성,40 - 49세,서울특별시,일반판매,운동화,품질(물품/용역)
2021000357,2021-01-04,남성,50 - 59세,부산광역시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2021000358,2021-01-04,남성,30 - 39세,강원도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2021000359,2021-01-04,여성,40 - 49세,전라북도,기타,가스보일러,AS불만
2021000360,2021-01-04,여성,50 - 59세,서울특별시,모바일거래,모바일정보이용서비스,계약해제.해지/위약금
2021000361,2021-01-04,여성,30 - 39세,경기도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021000362,2021-01-04,남성,20 - 29세,제주도,기타,기타회원권,계약해제.해지/위약금
2021000363,2021-01-04,남성,50 - 59세,광주광역시,기타통신판매,유사투자자문,계약해제.해지/위약금
2021000364,2021-01-04,여성,50 - 59세,경상남도,전화권유판매,유사투자자문,계약해제.해지/위약금
2021000365,2021-01-04,여성,40 - 49세,부산광역시,전화권유판매,유사투자자문,부당행위
2021000366,2021-01-04,여성,40 - 49세,대전광역시,전화권유판매,유사투자자문,부당행위
2021000367,2021-01-04,남성,70 - 79세,서울특별시,전화권유판매,인터넷정보이용서비스,계약해제.해지/위약금
2021000368,2021-01-04,남성,30 - 39세,인천광역시,국내온라인거래,운동화,품질(물품/용역)
2021000369,2021-01-04,남성,50 - 59세,서울특별시,일반판매,운동화,품질(물품/용역)
2021000372,2021-01-04,남성,50 - 59세,경기도,일반판매,피부과,계약해제.해지/위약금
2021000373,2021-01-04,여성,30 - 39세,경기도,기타,성형외과,품질(물품/용역)
2021000374,2021-01-04,여성,50 - 59세,부산광역시,TV홈쇼핑,안마의자대여(렌트),계약해제.해지/위약금
2021000375,2021-01-04,여성,50 - 59세,경상북도,기타,안과,품질(물품/용역)
2021000376,2021-01-04,여성,40 - 49세,광주광역시,기타,피부과,계약해제.해지/위약금
2021000377,2021-01-04,여성,40 - 49세,부산광역시,일반판매,기타사설강습서비스,계약해제.해지/위약금
2021000378,2021-01-04,여성,65 - 69세,경기도,기타,성형외과,계약해제.해지/위약금
2021000379,2021-01-04,여성,40 - 49세,경기도,기타,한의원,품질(물품/용역)
2021000380,2021-01-04,여성,50 - 59세,서울특별시,기타,인터넷교육서비스,계약해제.해지/위약금
2021000381,2021-01-04,여성,40 - 49세,경상북도,방문판매,헬스장,계약해제.해지/위약금
2021000382,2021-01-04,여성,30 - 39세,서울특별시,일반판매,헬스장,품질(물품/용역)
2021000383,2021-01-04,여성,30 - 39세,서울특별시,국내온라인거래,운동화,청약철회
2021000384,2021-01-04,남성,20 - 29세,경상남도,국내온라인거래,헤드폰·이어폰,품질(물품/용역)
2021000385,2021-01-04,여성,20 - 29세,충청남도,일반판매,각종자격취득강습,계약해제.해지/위약금
2021000386,2021-01-04,여성,30 - 39세,경기도,일반판매,미용서비스,거래관행
2021000387,2021-01-04,여성,40 - 49세,인천광역시,전화권유판매,유사투자자문,부당행위
2021000388,2021-01-04,여성,30 - 39세,울산광역시,국내온라인거래,작동완구,AS불만
2021000389,2021-01-04,여성,50 - 59세,경기도,일반판매,화장실설비,계약해제.해지/위약금
2021000390,2021-01-04,여성,50 - 59세,인천광역시,국내온라인거래,미분류대여(렌트),계약해제.해지/위약금
2021000391,2021-01-04,남성,65 - 69세,부산광역시,일반판매,창호유리,품질(물품/용역)
2021000392,2021-01-04,여성,50 - 59세,서울특별시,일반판매,정수기대여(렌트),계약해제.해지/위약금
2021000393,2021-01-04,남성,40 - 49세,경기도,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2021000394,2021-01-04,여성,20 - 29세,경기도,일반판매,각종공연관람,계약해제.해지/위약금
2021000395,2021-01-04,여성,40 - 49세,서울특별시,일반판매,양복(서양식 의복)세탁,계약불이행(불완전이행)
2021000396,2021-01-04,남성,30 - 39세,대전광역시,일반판매,헬스장,계약해제.해지/위약금
2021000397,2021-01-04,여성,20 - 29세,경기도,일반판매,인터넷교육서비스,계약불이행(불완전이행)
2021000398,2021-01-04,남성,30 - 39세,경상남도,일반판매,헬스장,계약해제.해지/위약금
2021000399,2021-01-04,여성,40 - 49세,서울특별시,일반판매,정수기대여(렌트),품질(물품/용역)
2021000400,2021-01-04,여성,40 - 49세,서울특별시,일반판매,숙녀복상의,품질(물품/용역)
2021000402,2021-01-04,남성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021000403,2021-01-04,여성,50 - 59세,경기도,국내온라인거래,서랍장,품질(물품/용역)
2021000404,2021-01-04,남성,30 - 39세,경상북도,기타통신판매,신변용품·악세서리대여(렌트),계약해제.해지/위약금
2021000405,2021-01-04,여성,20 - 29세,경기도,일반판매,기타의자류,청약철회
2021000406,2021-01-04,여성,20 - 29세,충청남도,일반판매,헬스장,계약해제.해지/위약금
2021000407,2021-01-04,여성,20 - 29세,경기도,국내온라인거래,인터넷교육서비스,계약불이행(불완전이행)
2021000408,2021-01-04,여성,20 - 29세,경기도,소셜커머스(쇼핑),헤드폰·이어폰,계약해제.해지/위약금
2021000409,2021-01-04,남성,50 - 59세,서울특별시,일반판매,정수기대여(렌트),계약해제.해지/위약금
2021000410,2021-01-04,남성,10 - 19세,경기도,일반판매,건강(암·기타질병)보험,부당행위
2021000411,2021-01-04,여성,불명,대전광역시,일반판매,기타세탁서비스,품질(물품/용역)
2021000412,2021-01-04,여성,30 - 39세,경기도,일반판매,예식서비스,계약해제.해지/위약금
2021000413,2021-01-04,남성,40 - 49세,울산광역시,전화권유판매,무선인터넷,계약불이행(불완전이행)
2021000415,2021-01-04,여성,20 - 29세,경기도,일반판매,해외유학알선,계약해제.해지/위약금
2021000416,2021-01-04,남성,60 - 64세,경기도,일반판매,기타의류·섬유,품질(물품/용역)
2021000417,2021-01-04,여성,20 - 29세,서울특별시,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2021000418,2021-01-04,여성,30 - 39세,경기도,소셜커머스(쇼핑),인터넷정보이용서비스,부당행위
2021000419,2021-01-04,여성,50 - 59세,부산광역시,일반판매,기타의류·섬유,품질(물품/용역)
2021000420,2021-01-04,남성,20 - 29세,부산광역시,일반판매,이동전화서비스,청약철회
2021000421,2021-01-04,여성,40 - 49세,서울특별시,일반판매,숙녀복상의,품질(물품/용역)
2021000422,2021-01-04,여성,20 - 29세,충청북도,일반판매,기타이·미용서비스,계약해제.해지/위약금
2021000424,2021-01-04,여성,30 - 39세,경기도,일반판매,핸드백,품질(물품/용역)
2021000425,2021-01-04,남성,40 - 49세,경상북도,일반판매,기타세탁서비스,품질(물품/용역)
2021000426,2021-01-04,여성,40 - 49세,경기도,모바일거래,유사투자자문,계약해제.해지/위약금
2021000427,2021-01-05,여성,30 - 39세,서울특별시,일반판매,요가,계약해제.해지/위약금
2021000428,2021-01-05,여성,30 - 39세,경기도,일반판매,택배화물운송서비스,계약불이행(불완전이행)
2021000429,2021-01-05,여성,40 - 49세,서울특별시,일반판매,가스보일러,품질(물품/용역)
2021000430,2021-01-05,남성,30 - 39세,경기도,일반판매,"연회서비스(돌잔치,회갑 등)",계약해제.해지/위약금
2021000431,2021-01-05,남성,30 - 39세,인천광역시,일반판매,기타숙박시설,계약해제.해지/위약금
2021000432,2021-01-05,여성,50 - 59세,경상북도,기타,기타정보이용서비스,계약해제.해지/위약금
2021000433,2021-01-05,여성,50 - 59세,경기도,기타,기타일반화장품,표시.광고
2021000434,2021-01-05,여성,20 - 29세,대구광역시,국내온라인거래,통신기기케이스,표시.광고
2021000435,2021-01-05,남성,20 - 29세,경상북도,일반판매,자동차대여(렌트),가격.요금
2021000436,2021-01-05,남성,50 - 59세,서울특별시,국내온라인거래,기타의류·섬유,청약철회
2021000437,2021-01-05,남성,30 - 39세,세종특별자치시,일반판매,산후조리원,계약해제.해지/위약금
2021000438,2021-01-05,여성,40 - 49세,경상북도,기타통신판매,기타가사용품,품질(물품/용역)
2021000439,2021-01-05,남성,30 - 39세,경기도,국내온라인거래,메인보드,품질(물품/용역)
2021000440,2021-01-05,여성,30 - 39세,서울특별시,전화권유판매,유사투자자문,청약철회
2021000441,2021-01-05,남성,65 - 69세,경기도,국내온라인거래,기타어패류·어패류가공식품,청약철회
2021000442,2021-01-05,여성,50 - 59세,서울특별시,기타통신판매,냄비,품질(물품/용역)
2021000443,2021-01-05,여성,30 - 39세,강원도,국내온라인거래,숙녀화(구두·부츠 등),청약철회
2021000444,2021-01-05,여성,60 - 64세,부산광역시,일반판매,기타투자상품,청약철회
2021000445,2021-01-05,남성,20 - 29세,서울특별시,방문판매,애완견,계약해제.해지/위약금
2021000446,2021-01-05,남성,30 - 39세,대구광역시,모바일거래,유사투자자문,계약해제.해지/위약금
2021000447,2021-01-05,남성,50 - 59세,경기도,기타,콘도,청약철회
2021000448,2021-01-05,남성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2021000449,2021-01-05,남성,30 - 39세,경기도,국내온라인거래,기타자동차용품,가격.요금
2021000450,2021-01-05,여성,30 - 39세,경기도,일반판매,아파트,청약철회
2021000451,2021-01-05,남성,40 - 49세,경기도,방문판매,기타인테리어설비,AS불만
2021000452,2021-01-05,남성,50 - 59세,부산광역시,소셜커머스(쇼핑),자동차대여(렌트),부당행위
2021000453,2021-01-05,남성,40 - 49세,대구광역시,기타,중형승용자동차,거래관행
2021000454,2021-01-05,남성,30 - 39세,충청북도,일반판매,자동차수리·점검,AS불만
2021000455,2021-01-05,남성,40 - 49세,전라남도,국내온라인거래,전기팬히터,부당행위
2021000456,2021-01-05,남성,20 - 29세,서울특별시,방문판매,헬스장,계약해제.해지/위약금
2021000457,2021-01-05,남성,30 - 39세,인천광역시,국내온라인거래,모바일정보이용서비스,표시.광고
2021000458,2021-01-05,남성,50 - 59세,경기도,국내온라인거래,노트북컴퓨터,AS불만
2021000459,2021-01-05,남성,30 - 39세,충청남도,일반판매,예식서비스,약관
2021000460,2021-01-05,남성,30 - 39세,서울특별시,일반판매,헤드폰·이어폰,품질(물품/용역)
2021000461,2021-01-05,남성,30 - 39세,경기도,기타,포장이사운송서비스,안전(제품/시설)
2021000462,2021-01-05,여성,30 - 39세,경기도,국내온라인거래,케이크,계약불이행(불완전이행)
2021000463,2021-01-05,남성,30 - 39세,경기도,모바일거래,중형승용자동차,계약불이행(불완전이행)
2021000464,2021-01-05,여성,50 - 59세,인천광역시,모바일거래,모피·모피의류,청약철회
2021000465,2021-01-05,여성,40 - 49세,서울특별시,방문판매,필라테스,계약해제.해지/위약금
2021000466,2021-01-05,남성,20 - 29세,경기도,소셜커머스(쇼핑),통신기기케이스,청약철회
2021000467,2021-01-05,여성,20 - 29세,경기도,국내온라인거래,인터넷교육서비스,부당행위
2021000468,2021-01-05,남성,30 - 39세,경기도,일반판매,신용카드,계약불이행(불완전이행)
2021000469,2021-01-05,여성,30 - 39세,경기도,기타통신판매,부업알선,부당행위
2021000470,2021-01-05,여성,20 - 29세,경기도,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
