orginazation,server,number,model,serial,time,degree,hum,fine dust,ultrafine dust,voc,co2,day
서울시,19,1,IAQ_SEOUL,V10G1802396,2.02E+11,23,44,4,3,19,0,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802398,2.02E+11,22,46,4,3,10,351,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803270,2.02E+11,20,49,2,1,382,744,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803922,2.02E+11,19,51,1,0,8,457,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803946,2.02E+11,17,53,5,4,10,380,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803868,2.02E+11,20,49,3,3,14,397,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803465,2.02E+11,20,47,4,3,12,367,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802389,2.02E+11,22,44,0,0,50,389,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802465,2.02E+11,22,40,5,4,38,391,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802140,2.02E+11,22,49,0,0,12,471,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803976,2.02E+11,21,48,4,3,52,428,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803800,2.02E+11,21,47,14,5,321,774,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802464,2.02E+11,21,45,3,3,21,324,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802463,2.02E+11,19,49,13,11,13,388,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802161,2.02E+11,22,47,4,3,66,0,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803942,2.02E+11,21,51,3,3,11,303,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802821,2.02E+11,22,45,4,3,15,358,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803754,2.02E+11,16,56,1,1,13,378,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802356,2.02E+11,23,43,4,3,14,267,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803496,2.02E+11,20,49,3,3,38,325,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803630,2.02E+11,21,49,4,3,46,401,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803230,2.02E+11,20,49,3,3,32,333,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802953,2.02E+11,22,49,3,3,13,486,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803590,2.02E+11,18,55,5,4,32,0,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803363,2.02E+11,22,52,3,3,59,687,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802973,2.02E+11,20,48,4,3,48,476,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803882,2.02E+11,20,48,4,3,21,323,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802986,2.02E+11,23,45,3,3,29,380,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803383,2.02E+11,26,40,4,3,18,332,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803862,2.02E+11,24,43,6,5,22,374,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802019,2.02E+11,22,46,4,3,2,280,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803737,2.02E+11,22,45,5,4,14,388,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803014,2.02E+11,22,42,6,4,17,301,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803584,2.02E+11,18,51,5,4,20,360,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802996,2.02E+11,21,51,4,3,10,366,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802449,2.02E+11,21,48,3,3,25,319,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803975,2.02E+11,23,40,4,3,23,380,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803173,2.02E+11,20,49,4,3,17,541,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803656,2.02E+11,22,47,4,4,16,408,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1803385,2.02E+11,21,47,4,3,25,0,2021-05-10 0:05
서울시,19,1,IAQ_SEOUL,V10G1802191,2.02E+11,20,49,5,4,99,405,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802062,2.02E+11,22,40,5,3,122,534,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802027,2.02E+11,21,46,5,4,19,432,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802415,2.02E+11,17,49,4,3,581,383,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802677,2.02E+11,21,46,5,4,7,570,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802357,2.02E+11,22,48,3,3,18,426,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802233,2.02E+11,21,46,4,3,8,355,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802667,2.02E+11,21,47,4,3,8,397,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802454,2.02E+11,21,46,1,0,8,442,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802225,2.02E+11,21,49,4,3,27,461,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802525,2.02E+11,24,42,4,3,25,336,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802715,2.02E+11,21,50,4,3,12,484,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802678,2.02E+11,23,43,4,3,42,332,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803761,2.02E+11,22,43,12,5,18,358,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802197,2.02E+11,21,48,5,4,59,452,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803812,2.02E+11,21,45,4,3,15,382,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802419,2.02E+11,20,46,61,59,48,329,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802099,2.02E+11,21,46,4,3,106,447,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802091,2.02E+11,23,53,4,3,6,377,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802532,2.02E+11,21,45,5,3,15,284,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802309,2.02E+11,21,46,3,3,13,445,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802462,2.02E+11,22,51,4,3,24,503,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802441,2.02E+11,25,54,5,4,11,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802692,2.02E+11,21,46,4,3,13,540,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802686,2.02E+11,22,42,0,0,278,415,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802573,2.02E+11,20,57,3,3,8,357,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802523,2.02E+11,22,45,6,4,8,409,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802446,2.02E+11,22,44,4,3,43,395,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803781,2.02E+11,21,47,5,4,97,550,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802688,2.02E+11,21,54,4,3,11,320,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802527,2.02E+11,22,48,3,3,49,492,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802514,2.02E+11,21,47,1,0,15,371,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802536,2.02E+11,21,43,0,0,15,407,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802676,2.02E+11,22,42,3,3,34,174,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802521,2.02E+11,20,62,4,4,11,455,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802574,2.02E+11,22,43,5,4,23,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802538,2.02E+11,22,43,6,5,123,275,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802424,2.02E+11,21,46,4,3,90,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802657,2.02E+11,20,47,0,0,16,419,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802507,2.02E+11,23,43,4,3,219,428,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802174,2.02E+11,24,42,4,3,18,343,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803064,2.02E+11,23,41,6,4,61,309,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803045,2.02E+11,22,50,4,3,12,421,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802069,2.02E+11,16,51,0,0,339,404,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802698,2.02E+11,22,51,4,3,18,438,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802206,2.02E+11,22,48,4,4,15,373,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803634,2.02E+11,22,43,3,3,57,380,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803271,2.02E+11,20,49,3,3,9,335,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802182,2.02E+11,22,44,3,3,13,320,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803412,2.02E+11,23,54,3,3,31,391,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802186,2.02E+11,24,41,4,3,57,293,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802780,2.02E+11,20,49,8,6,12,505,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802790,2.02E+11,22,51,0,0,6,424,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803074,2.02E+11,23,42,3,3,47,589,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802075,2.02E+11,22,50,3,3,86,431,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803719,2.02E+11,22,53,0,0,14,638,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802792,2.02E+11,19,50,6,4,7,338,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802799,2.02E+11,22,49,3,3,5,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803551,2.02E+11,24,41,4,3,31,311,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803245,2.02E+11,22,48,4,4,65,348,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803223,2.02E+11,23,44,4,3,14,357,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803448,2.02E+11,21,45,4,3,751,500,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802871,2.02E+11,21,48,5,4,6,323,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803069,2.02E+11,22,45,0,0,18,391,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802807,2.02E+11,22,45,4,3,54,2500,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803200,2.02E+11,21,48,5,4,11,429,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802787,2.02E+11,19,48,1,0,10,422,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803408,2.02E+11,26,37,5,4,32,385,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803871,2.02E+11,22,44,3,3,8,278,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802884,2.02E+11,21,54,3,3,17,561,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802132,2.02E+11,20,56,0,0,418,290,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802783,2.02E+11,21,48,3,3,21,390,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802744,2.02E+11,28,41,4,3,638,1320,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802654,2.02E+11,21,47,12,6,432,438,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803067,2.02E+11,22,45,6,4,5,434,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803414,2.02E+11,23,43,3,3,12,315,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803141,2.02E+11,22,44,4,3,20,389,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802067,2.02E+11,23,43,4,3,5,427,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802658,2.02E+11,21,49,7,4,167,427,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802410,2.02E+11,23,50,4,3,9,289,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803913,2.02E+11,24,42,4,3,5,384,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803449,2.02E+11,21,47,4,3,8,764,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802815,2.02E+11,21,48,3,3,14,409,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802618,2.02E+11,22,48,4,3,13,376,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802828,2.02E+11,22,45,1,0,70,438,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802076,2.02E+11,23,45,7,4,172,384,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803204,2.02E+11,23,42,4,4,33,391,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802187,2.02E+11,21,43,6,4,11,403,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802652,2.02E+11,22,45,6,4,23,298,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802189,2.02E+11,21,42,4,4,14,286,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802281,2.02E+11,20,48,4,3,32,319,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802794,2.02E+11,22,45,5,4,21,390,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802201,2.02E+11,21,47,4,4,21,494,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802818,2.02E+11,19,48,5,4,97,311,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802614,2.02E+11,23,43,4,3,29,389,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802711,2.02E+11,20,47,0,0,30,422,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802619,2.02E+11,20,47,5,4,9,313,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802249,2.02E+11,19,48,4,3,12,379,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802822,2.02E+11,22,48,4,3,29,358,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802861,2.02E+11,22,46,4,3,12,487,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803732,2.02E+11,24,46,4,3,14,473,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803744,2.02E+11,22,47,4,3,14,364,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803918,2.02E+11,22,48,4,3,762,485,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802999,2.02E+11,23,43,4,3,70,334,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803649,2.02E+11,21,53,4,3,20,356,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802063,2.02E+11,20,50,1,0,15,419,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802028,2.02E+11,23,49,3,3,11,361,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803472,2.02E+11,21,48,4,3,99,561,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802802,2.02E+11,20,51,6,4,17,331,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803596,2.02E+11,21,47,20,19,5,412,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802169,2.02E+11,20,43,4,3,54,384,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802529,2.02E+11,22,46,5,4,48,319,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802891,2.02E+11,21,48,6,4,13,499,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803044,2.02E+11,20,53,3,3,9,304,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803599,2.02E+11,21,47,11,9,77,370,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803375,2.02E+11,21,48,3,3,96,516,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802402,2.02E+11,19,56,4,3,21,431,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803836,2.02E+11,21,48,4,3,30,384,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802418,2.02E+11,21,50,0,0,11,542,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803350,2.02E+11,19,51,4,4,36,263,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802751,2.02E+11,22,51,0,0,194,422,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802478,2.02E+11,23,56,3,3,315,620,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802374,2.02E+11,19,49,5,5,27,421,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802327,2.02E+11,24,46,3,3,13,377,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802360,2.02E+11,22,44,4,3,18,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802512,2.02E+11,24,45,4,3,38,462,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802237,2.02E+11,22,49,3,3,15,348,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802092,2.02E+11,22,49,4,3,16,418,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802749,2.02E+11,24,52,4,3,47,408,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803336,2.02E+11,22,44,4,4,41,397,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802482,2.02E+11,22,57,4,3,125,679,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802020,2.02E+11,23,42,4,3,14,363,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802504,2.02E+11,20,46,5,4,21,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802333,2.02E+11,24,40,4,3,15,385,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802362,2.02E+11,21,48,4,3,9,460,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802508,2.02E+11,22,49,4,3,67,344,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802740,2.02E+11,23,47,4,3,6,414,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802328,2.02E+11,23,48,4,3,12,532,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803665,2.02E+11,22,45,4,3,22,341,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802325,2.02E+11,23,43,4,4,10,319,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802217,2.02E+11,22,44,3,3,203,380,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802330,2.02E+11,22,43,5,4,66,394,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802493,2.02E+11,23,46,4,3,24,370,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802321,2.02E+11,22,51,3,3,22,346,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802307,2.02E+11,20,50,5,4,39,403,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802268,2.02E+11,23,43,5,4,167,445,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802315,2.02E+11,22,48,4,3,917,571,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802334,2.02E+11,20,48,4,3,37,319,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802499,2.02E+11,22,49,23,14,13,1103,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802496,2.02E+11,21,48,4,3,649,459,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803504,2.02E+11,21,45,4,3,22,423,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802312,2.02E+11,21,50,4,3,121,443,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802498,2.02E+11,22,49,8,5,324,857,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802308,2.02E+11,22,56,5,3,17,730,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802204,2.02E+11,22,48,5,4,111,484,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802497,2.02E+11,23,48,9,6,127,1017,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802329,2.02E+11,21,45,3,3,59,350,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802488,2.02E+11,20,48,4,3,39,284,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802665,2.02E+11,22,45,4,3,13,612,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802314,2.02E+11,22,49,4,3,290,533,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802106,2.02E+11,21,50,1,0,12,479,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802112,2.02E+11,21,47,1,0,33,436,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803488,2.02E+11,21,49,3,3,12,408,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802761,2.02E+11,23,46,3,3,13,430,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803860,2.02E+11,23,42,9,5,14,360,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803387,2.02E+11,18,48,0,0,231,411,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802662,2.02E+11,22,49,4,3,18,196,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802679,2.02E+11,23,45,3,3,8,414,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802773,2.02E+11,21,46,1,0,6,414,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802668,2.02E+11,20,47,5,3,32,411,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803368,2.02E+11,21,44,13,12,26,546,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803512,2.02E+11,21,44,12,11,13,349,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802196,2.02E+11,25,47,0,0,12,415,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803621,2.02E+11,24,42,0,0,14,389,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803614,2.02E+11,25,41,3,3,17,380,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802669,2.02E+11,22,45,7,4,40,8,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802593,2.02E+11,19,48,15,13,37,403,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803593,2.02E+11,24,42,3,3,20,341,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803152,2.02E+11,21,43,9,6,18,366,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802526,2.02E+11,22,43,5,4,14,208,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803497,2.02E+11,21,44,4,4,60,355,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802680,2.02E+11,22,50,8,4,37,629,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802472,2.02E+11,22,52,4,3,173,743,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803558,2.02E+11,22,46,3,3,187,171,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802613,2.02E+11,22,52,0,0,12,419,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803300,2.02E+11,22,43,4,4,169,428,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802143,2.02E+11,18,52,4,3,59,450,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803288,2.02E+11,23,39,5,3,16,616,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803456,2.02E+11,22,46,0,0,212,433,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802322,2.02E+11,18,49,4,3,26,387,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802886,2.02E+11,22,52,3,3,121,684,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802721,2.02E+11,21,47,5,4,389,465,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803339,2.02E+11,23,44,4,3,109,392,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803548,2.02E+11,23,47,11,10,10,0,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802616,2.02E+11,21,46,5,4,53,354,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802104,2.02E+11,23,45,1,0,31,380,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803029,2.02E+11,23,42,4,3,95,406,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803786,2.02E+11,22,47,4,3,17,414,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802111,2.02E+11,21,44,5,4,144,301,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803008,2.02E+11,22,51,3,3,16,425,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803160,2.02E+11,20,53,0,0,56,420,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803746,2.02E+11,22,42,3,3,29,289,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803955,2.02E+11,22,44,3,3,151,347,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803484,2.02E+11,20,53,4,4,20,291,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1802152,2.02E+11,23,45,4,3,13,546,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803557,2.02E+11,22,47,5,4,10,366,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803816,2.02E+11,21,45,5,3,29,317,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803031,2.02E+11,23,50,4,3,10,345,2021-05-10 0:10
서울시,19,1,IAQ_SEOUL,V10G1803003,2.02E+11,20,52,0,0,54,422,2021-05-10 0:10
